tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.00842058,0.505673,4399.94,-3875.5,33.5153,958.637,0.0709938,0.483253,0.000389111,0.0344544
0.00866069,0.481313,4399.94,-3875.5,34.3571,953.34,0.0698304,0.477345,0.000198286,0.0285457
0.00827662,0.492671,4399.94,-3875.5,32.8884,962.227,0.0711099,0.471702,-9.83784e-07,0.0229031
0.00825647,0.44285,4399.94,-3875.5,33.3033,960.438,0.0712643,0.459272,0.00012248,0.0104735
0.00868812,0.436024,4399.93,-3875.5,34.3178,954.252,0.0703269,0.461768,0.000640527,0.0129687
0.00866371,0.461037,4399.94,-3875.5,34.5475,952.268,0.0695001,0.465218,0.000221043,0.0164195
0.00819807,0.412483,4399.94,-3875.5,32.5204,965.62,0.0720912,0.45221,0.000489543,0.00341102
0.00837135,0.48483,4399.94,-3875.5,33.8077,956.666,0.0702373,0.478175,0.000572994,0.0293761
0.00860819,0.50798,4399.94,-3875.5,34.1263,954.885,0.0705209,0.485313,0.000322227,0.0365141
0.00807964,0.451886,4399.86,-3875.5,32.202,967.178,0.072144,0.461107,-0.000262738,0.012308
0.0082733,0.477217,4399.94,-3875.5,32.8222,962.656,0.0713221,0.470196,0.000276006,0.0213968
0.0083922,0.52003,4399.94,-3875.5,33.7929,956.706,0.0704142,0.480516,0.000426344,0.0317175
0.00885005,0.429387,4399.93,-3875.5,35.3249,947.896,0.0690683,0.45359,0.000222933,0.00479098
0.00880405,0.504129,4399.93,-3875.5,34.8517,950.579,0.0695414,0.468325,0.000195677,0.0195258
0.00839978,0.515287,4399.94,-3875.5,33.0911,960.932,0.0708908,0.479429,-4.33166e-05,0.0306304
0.00842467,0.396085,4399.94,-3875.5,33.6714,958.426,0.070521,0.446143,0.000117026,-0.00265547
0.00813552,0.413095,4399.94,-3875.5,32.7177,964.241,0.0716893,0.44877,0.000328893,-2.88504e-05
0.00786836,0.477364,4399.95,-3875.5,31.9321,968.461,0.0723019,0.465755,0.000141104,0.0169561
0.00871522,0.470914,4399.93,-3875.5,34.8801,950.107,0.0694443,0.475834,0.000297761,0.0270353
0.00816425,0.38532,4399.94,-3875.5,32.9167,962.905,0.0712702,0.443818,-9.08326e-05,-0.00498104
0.00856117,0.390772,4399.94,-3875.5,33.6419,958.91,0.0708356,0.443006,0.000404267,-0.00579317
0.00838862,0.414644,4399.94,-3875.5,33.428,959.519,0.0706475,0.452951,0.000371179,0.00415227
0.00866011,0.451842,4399.94,-3875.5,34.8439,950.619,0.0693339,0.469022,0.000539189,0.0202232
0.00871001,0.39682,4399.93,-3875.5,34.4662,953.67,0.0700658,0.444159,4.94513e-05,-0.0046397
0.00837983,0.46272,4399.94,-3875.5,33.546,958.91,0.0710663,0.462853,0.000314687,0.0140536
0.00814728,0.477461,4399.94,-3875.5,32.2379,966.373,0.0715703,0.469184,0.000324852,0.0203855
0.00830194,0.405433,4399.94,-3875.5,32.9099,963.192,0.0717683,0.448333,-2.19092e-05,-0.000466278
0.00832074,0.425264,4399.94,-3875.5,33.1203,961.637,0.0713503,0.450891,5.12764e-05,0.00209156
0.00802883,0.42486,4399.95,-3875.5,32.0822,967.661,0.0720875,0.460814,0.000151188,0.0120153
0.00845926,0.394667,4399.94,-3875.5,33.4858,959.455,0.0703066,0.444641,2.91185e-05,-0.00415831
0.00825104,0.390196,4399.94,-3875.5,32.8058,963.79,0.0717209,0.447401,-0.000108018,-0.0013983
0.00900303,0.445048,4399.93,-3875.5,35.648,945.829,0.0686178,0.459035,9.89083e-05,0.0102365
0.0083944,0.467146,4399.94,-3875.5,33.4013,959.159,0.0703606,0.467874,0.000304129,0.0190748
0.00849897,0.486138,4399.94,-3875.5,34.06,955.364,0.0705235,0.478534,0.000457121,0.0297351
0.00876165,0.413103,4399.93,-3875.5,34.6234,952.31,0.0695619,0.449784,-0.000323092,0.000984843
0.00800971,0.419671,4399.94,-3875.5,32.1969,967.169,0.0721899,0.454579,9.64679e-05,0.00578005
0.00838902,0.389442,4399.94,-3875.5,33.8393,957.443,0.0707066,0.447398,0.000344551,-0.0014013
0.00835212,0.47679,4399.94,-3875.5,33.3457,959.705,0.0709764,0.468786,0.000331045,0.0199875
0.00854242,0.485807,4399.94,-3875.5,34.0175,955.889,0.0707203,0.473608,0.000359718,0.0248086
0.00797978,0.482547,4399.95,-3875.5,32.0843,967.718,0.0723823,0.465436,0.000108051,0.016637
0.0084781,0.497893,4399.94,-3875.5,33.681,957.793,0.0710742,0.474839,0.000601854,0.0260405
0.00834649,0.381472,4399.94,-3875.5,33.4438,960.399,0.0711723,0.442217,0.000500051,-0.00658235
0.00842885,0.481806,4399.94,-3875.5,33.3721,959.54,0.0709492,0.46812,0.000492721,0.0193207
0.00850332,0.419048,4399.94,-3875.5,33.7738,957.48,0.0704721,0.453931,0.000110975,0.00513236
0.00833552,0.466265,4399.94,-3875.5,33.1601,961.058,0.0712583,0.467207,0.000577083,0.0184081
0.00873183,0.425331,4399.94,-3875.5,34.5543,952.887,0.0699145,0.452548,0.000322502,0.00374953
0.00826218,0.449421,4399.94,-3875.5,32.7941,963.054,0.0715229,0.460469,-1.86566e-05,0.0116701
0.00814409,0.468143,4399.94,-3875.5,32.7601,963.135,0.0713721,0.465605,0.000456628,0.016806
0.00866555,0.440508,4399.93,-3875.5,35.1315,948.821,0.0690761,0.460883,3.63858e-05,0.0120837
0.00864129,0.479506,4399.94,-3875.5,34.7508,951.201,0.0698487,0.473436,0.000226302,0.0246372
0.00837482,0.440218,4399.94,-3875.5,33.0422,961.748,0.0710798,0.45573,-0.000118929,0.00693144
0.00853671,0.396655,4399.94,-3875.5,34.4962,953.553,0.070137,0.444444,-0.00018445,-0.00435532
0.00860785,0.430357,4399.94,-3875.5,34.3863,953.719,0.0699898,0.455142,0.000283595,0.00634354
0.0079519,0.453411,4399.95,-3875.5,32.4391,965.451,0.0717955,0.459239,-4.36215e-05,0.0104405
0.0082223,0.521366,4399.94,-3875.5,32.9031,962.244,0.0714669,0.477728,0.00059872,0.0289292
0.00823158,0.421714,4399.94,-3875.5,32.8881,963.255,0.0718532,0.4563,0.00014777,0.00750088
0.00827314,0.493176,4399.94,-3875.5,33.0853,961.452,0.0712912,0.474382,0.000452339,0.0255832
0.00817383,0.414212,4399.94,-3875.5,32.6725,964.564,0.0717392,0.447758,-0.00017187,-0.00104083
0.00843025,0.492335,4399.94,-3875.5,33.3632,959.588,0.0710368,0.476817,0.000599629,0.0280176
0.0086974,0.436142,4399.93,-3875.5,34.6295,952.046,0.0697141,0.460183,0.000191619,0.0113845
0.00822416,0.495432,4399.94,-3875.5,32.9313,962.109,0.0713499,0.472911,0.000224979,0.0241117
0.00818043,0.420745,4399.94,-3875.5,32.7759,963.406,0.0713695,0.454638,0.000485578,0.00583948
0.00829675,0.448858,4399.94,-3875.5,33.2778,960.127,0.0708908,0.468286,0.000504054,0.0194866
0.00832051,0.464114,4399.94,-3875.5,33.2834,960.301,0.0712024,0.468023,0.000184046,0.0192245
0.0080439,0.490454,4399.94,-3875.5,32.1577,966.64,0.0721048,0.470393,0.000236463,0.0215937
0.00818306,0.412622,4399.94,-3875.5,32.6088,964.437,0.0718221,0.456267,0.000800857,0.00746803
0.0087929,0.443569,4399.93,-3875.5,34.9704,949.595,0.0688903,0.458782,0.000138965,0.00998293
0.00797903,0.411308,4399.94,-3875.5,32.1975,967.749,0.0726369,0.451184,-7.8292e-06,0.00238542
0.00829742,0.500751,4399.94,-3875.5,33.1284,961.102,0.0712267,0.47484,0.000555512,0.0260413
0.00860359,0.401153,4399.94,-3875.5,34.2615,955.102,0.0711513,0.446227,0.000273954,-0.00257199
0.00844185,0.482015,4399.94,-3875.5,33.7773,957.277,0.0709807,0.475883,0.0003643,0.0270838
0.00833685,0.398767,4399.94,-3875.5,33.4347,959.872,0.0706947,0.446379,2.47773e-06,-0.0024202
0.00835494,0.502276,4399.94,-3875.5,33.0244,961.362,0.0712415,0.477293,0.000352879,0.0284937
0.00845356,0.404224,4399.94,-3875.5,34.1292,955.969,0.0708144,0.446428,-0.000197517,-0.00237073
0.00866182,0.451653,4399.94,-3875.5,34.4448,953.23,0.0700932,0.468286,0.000122287,0.0194866
0.00825544,0.479496,4399.94,-3875.5,33.4249,959.117,0.0707344,0.470195,0.000311248,0.0213962
0.00866023,0.490251,4399.93,-3875.5,34.6001,951.913,0.069841,0.476415,0.000402494,0.0276156
0.00807487,0.430172,4399.94,-3875.5,32.2801,966.571,0.0719552,0.457411,0.000178039,0.00861204
0.00830332,0.446608,4399.94,-3875.5,33.4709,958.189,0.0706947,0.462475,0.000249916,0.0136765
0.00832978,0.413516,4399.94,-3875.5,33.173,961.303,0.0708669,0.451416,0.000280946,0.00261721
0.00866967,0.502056,4399.93,-3875.5,34.8711,950.183,0.0694899,0.479639,0.000293901,0.0308404
0.0084157,0.385738,4399.94,-3875.5,33.8334,957.679,0.0707507,0.442458,5.14038e-05,-0.00634082
0.00894922,0.444388,4399.93,-3875.5,35.689,945.645,0.0688452,0.465732,0.000295236,0.0169327
0.00854211,0.371222,4399.94,-3875.5,34.1642,955.659,0.0703282,0.440404,0.000249073,-0.00839478
0.00820288,0.432964,4399.94,-3875.5,32.1732,967.02,0.0720995,0.46415,0.000266654,0.015351
0.00849019,0.435647,4399.94,-3875.5,34.0504,955.651,0.0703357,0.460235,0.000332679,0.0114356
0.00880795,0.4263,4399.93,-3875.5,34.9195,950.905,0.0698969,0.44421,-0.000209122,-0.00458893
0.00834987,0.422887,4399.94,-3875.5,33.5533,958.7,0.070695,0.456677,0.000450068,0.00787801
0.00839322,0.478324,4399.94,-3875.5,33.7027,957.488,0.0706267,0.469912,-0.000142657,0.0211133
0.00819592,0.412705,4399.94,-3875.5,32.7192,964.26,0.0718147,0.449954,-3.84624e-05,0.00115514
0.00841426,0.5222,4399.94,-3875.5,33.8274,956.419,0.0703901,0.486148,0.000145381,0.0373494
0.00814846,0.411683,4399.94,-3875.5,32.4052,966.114,0.0719352,0.449414,0.000364394,0.00061531
0.00863062,0.456642,4399.94,-3875.5,34.4241,953.57,0.0703215,0.464314,0.000352983,0.0155148
0.00798224,0.422682,4399.94,-3875.5,32.0471,968.216,0.0721676,0.452858,0.000348247,0.00405901
0.00804289,0.483678,4399.94,-3875.5,32.1846,966.716,0.0719744,0.471063,0.000240632,0.0222637
0.00823561,0.444071,4399.94,-3875.5,33.1122,961.34,0.0710823,0.46509,0.000284758,0.0162906
0.00831127,0.468961,4399.94,-3875.5,32.9961,961.678,0.0712367,0.47144,-8.33672e-05,0.0226409
0.00851829,0.457617,4399.93,-3875.5,34.3909,953.698,0.0703809,0.464468,0.000188541,0.0156691
0.00854721,0.415799,4399.94,-3875.5,33.9509,956.462,0.0703133,0.450648,0.000200605,0.00184895
0.00848496,0.539295,4399.94,-3875.5,33.625,957.705,0.0705244,0.484249,0.000345129,0.0354498
0.00816749,0.520387,4399.94,-3875.5,32.8985,962.241,0.0714034,0.477684,0.000304552,0.0288846
0.00795046,0.477798,4399.94,-3875.5,32.7832,962.988,0.0715252,0.473693,0.000342201,0.0248936
0.00889638,0.438275,4399.93,-3875.5,35.2029,948.318,0.0690555,0.468998,0.000656156,0.0201992
0.00834617,0.470216,4399.94,-3875.5,33.5348,958.988,0.0712603,0.467909,0.000143926,0.0191096
0.00830716,0.361814,4399.94,-3875.5,33.388,960.413,0.0709127,0.445199,0.000389646,-0.00360027
0.00871004,0.436307,4399.93,-3875.5,34.3817,953.709,0.0701691,0.463428,-8.80363e-05,0.0146292
0.00892795,0.452176,4399.93,-3875.5,35.6356,946.14,0.0689909,0.462986,0.000722262,0.0141873
0.00806793,0.460749,4399.94,-3875.5,32.4412,965.17,0.0718688,0.467992,-9.98919e-05,0.0191935
0.00826636,0.45794,4399.94,-3875.5,33.0027,961.774,0.0712441,0.465299,9.04156e-05,0.0164999
0.00812529,0.449148,4399.94,-3875.5,32.7674,963.267,0.071411,0.465789,0.000566168,0.0169905
0.00876454,0.442391,4399.93,-3875.5,34.5451,952.626,0.0699641,0.463495,0.000321135,0.0146961
0.00849012,0.446028,4399.94,-3875.5,33.8544,956.76,0.0703325,0.462781,0.000404118,0.0139819
0.00853388,0.374856,4399.94,-3875.5,34.1994,955.255,0.0700434,0.442998,-0.000263355,-0.00580145
0.0081996,0.497429,4399.94,-3875.5,32.8533,962.413,0.0713434,0.474978,0.000440539,0.0261787
0.00819898,0.464252,4399.94,-3875.5,32.5359,964.711,0.0715878,0.464334,0.000124517,0.0155347
0.00845485,0.414945,4399.94,-3875.5,33.7104,958.004,0.0708432,0.457185,-0.000227425,0.008386
0.00867906,0.465276,4399.93,-3875.5,34.2116,954.554,0.0704237,0.467807,0.00016426,0.0190076
0.00819816,0.457997,4399.94,-3875.5,32.2598,966.32,0.0719035,0.465446,0.000247286,0.0166474
0.00811794,0.47644,4399.94,-3875.5,32.6682,963.935,0.0717533,0.470363,0.000424554,0.0215637
0.00826567,0.494366,4399.94,-3875.5,32.7879,963.185,0.0718417,0.477018,0.000453999,0.028219
0.0081079,0.448374,4399.94,-3875.5,33.0763,961.553,0.071446,0.462222,0.000403779,0.0134227
0.00798565,0.448799,4399.94,-3875.5,32.3507,966.16,0.0722786,0.461488,0.00044178,0.0126892
0.0084692,0.464164,4399.93,-3875.5,33.7308,957.296,0.0705139,0.466575,1.37577e-05,0.0177757
0.00865201,0.463101,4399.94,-3875.5,34.8849,950.102,0.0692043,0.469164,0.000372725,0.0203654
0.00818221,0.400425,4399.94,-3875.5,32.6727,964.555,0.0715606,0.44532,9.66232e-05,-0.00347864
0.00848462,0.456607,4399.94,-3875.5,33.7058,957.876,0.0707803,0.464651,6.03663e-05,0.0158521
0.00885279,0.44057,4399.93,-3875.5,35.3864,948.094,0.0698705,0.458955,0.000205158,0.010156
0.00822359,0.420262,4399.94,-3875.5,32.8804,962.969,0.0714013,0.450321,0.000195964,0.00152197
0.00822649,0.501427,4399.94,-3875.5,32.737,963.384,0.0717874,0.476412,0.000669516,0.0276132
0.00804552,0.45834,4399.94,-3875.5,32.094,967.713,0.0724576,0.463622,0.000345226,0.0148234
0.00815613,0.488685,4399.94,-3875.5,32.5579,964.448,0.071704,0.470516,0.000449818,0.0217167
0.00850882,0.414778,4399.94,-3875.5,33.7393,958.398,0.071316,0.448804,0.000103182,4.87506e-06
0.00836967,0.40023,4399.94,-3875.5,33.5515,959.435,0.070942,0.443844,0.000326201,-0.00495534
0.00842706,0.432767,4399.94,-3875.5,33.6163,958.756,0.0711269,0.454977,0.000439425,0.00617816
0.00838299,0.403237,4399.94,-3875.5,33.4146,960.208,0.0709095,0.445969,5.92839e-06,-0.00282959
