tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime
0.00796784,0.473207,4399.94,-3875.47,33.2013,963.05,0.0717397,0.455529,2.14057e-05
0.00807757,0.432346,4399.94,-3875.39,33.6843,959.679,0.070603,0.442849,-0.000144817
0.00882532,0.386626,4399.93,-3875.37,36.1053,945.551,0.0689104,0.425825,-0.000440298
0.00858929,0.397096,4399.94,-3875.57,35.5801,948.817,0.0692213,0.433522,-2.2752e-05
0.00897583,0.455781,4399.93,-3875.5,36.348,944.224,0.0687571,0.460671,1.93648e-05
0.00884113,0.449201,4399.93,-3875.4,36.5568,942.706,0.0684575,0.450332,-7.61945e-05
0.0082671,0.426531,4399.94,-3875.6,34.0374,958.233,0.0709152,0.436642,4.27531e-05
0.00891391,0.461363,4399.93,-3875.54,36.5324,942.976,0.068775,0.456371,4.83263e-05
0.00860077,0.480093,4399.94,-3875.46,35.4206,949.482,0.0690911,0.459632,0.000218582
0.0083806,0.501899,4399.94,-3875.62,34.2507,956.868,0.070606,0.468594,0.000358315
0.00847535,0.438583,4399.94,-3875.37,35.1176,951.547,0.0699836,0.449834,0.000186692
0.00840648,0.402402,4399.94,-3875.44,35.0928,951.589,0.0699251,0.437886,-0.000267885
0.00857586,0.420353,4399.94,-3875.44,35.5763,948.771,0.0693294,0.441584,0.00014532
0.00865076,0.470106,4399.94,-3875.54,35.5797,948.75,0.0693916,0.463005,0.000186126
0.00852533,0.478357,4399.94,-3875.46,35.1244,951.279,0.0697507,0.459468,-6.3246e-07
0.00885649,0.440729,4399.93,-3875.54,36.6083,942.456,0.0685348,0.449775,0.000331834
0.00830086,0.389254,4399.94,-3875.47,34.9088,952.636,0.0697688,0.428532,-0.000357369
0.00825893,0.48086,4399.94,-3875.45,34.4385,955.644,0.0706275,0.462678,-0.000176732
0.00800149,0.427031,4399.94,-3875.47,33.0628,964.216,0.0721349,0.445812,-0.000534533
0.00832778,0.413982,4399.94,-3875.39,34.4587,955.709,0.0705034,0.431041,-0.000235662
0.00823908,0.495974,4399.94,-3875.47,34.5147,955.038,0.0701096,0.462588,0.000394642
0.00840781,0.461997,4399.94,-3875.61,35.0627,951.899,0.0702442,0.449927,-0.000240954
0.00851458,0.43916,4399.94,-3875.55,35.3162,950.315,0.0694461,0.449834,-8.9151e-05
0.00868372,0.479144,4399.94,-3875.42,35.9068,946.788,0.069084,0.461877,-0.000190664
0.0083041,0.398044,4399.94,-3875.41,34.5526,954.905,0.070299,0.437155,-0.000200502
0.00879381,0.459706,4399.93,-3875.44,36.2154,944.778,0.0685539,0.453281,1.71345e-06
0.00820362,0.411203,4399.94,-3875.41,34.0986,957.919,0.070863,0.4334,-0.000109984
0.0078525,0.443935,4399.95,-3875.62,35.0663,952.955,0.0700335,0.443436,8.22974e-06
0.00877451,0.416725,4399.93,-3875.42,36.4754,943.628,0.0692029,0.434536,-3.02598e-05
0.00832224,0.446123,4399.94,-3875.57,34.9246,952.509,0.0699512,0.443674,-0.000319206
0.00847489,0.394678,4399.94,-3875.48,35.4416,949.671,0.0693403,0.42833,0.000150422
0.00875725,0.459062,4399.93,-3875.41,35.935,946.578,0.069066,0.456294,-0.000144895
0.00888157,0.449116,4399.93,-3875.54,36.7131,942.189,0.0688267,0.456733,-0.000121719
0.00892106,0.395494,4399.93,-3875.44,36.0173,946.373,0.0691018,0.42956,7.96352e-05
0.00849186,0.484843,4399.94,-3875.5,35.1044,951.937,0.070046,0.465974,-8.21412e-05
0.00831005,0.415309,4399.94,-3875.42,34.3677,955.966,0.0702695,0.435518,0.000125429
0.00808566,0.47604,4399.94,-3875.58,33.7612,959.568,0.0708664,0.458945,-4.39438e-05
0.00862377,0.442472,4399.93,-3875.5,35.3603,950.097,0.0695249,0.449598,1.35337e-05
0.00848,0.396198,4399.94,-3875.58,34.5033,955.437,0.0706812,0.436702,5.32721e-06
0.00835082,0.522001,4399.94,-3875.59,34.5489,954.862,0.0701886,0.470371,2.53446e-05
0.00823613,0.467701,4399.94,-3875.5,33.4876,961.32,0.071264,0.45404,0.000316578
0.00853449,0.396674,4399.94,-3875.47,35.9733,946.535,0.0690979,0.431739,-5.58518e-05
0.0085102,0.432259,4399.94,-3875.61,35.4328,949.552,0.0692736,0.4433,0.000177664
0.00861058,0.441236,4399.94,-3875.5,35.5672,948.97,0.0695899,0.452098,8.02871e-05
0.0078484,0.436489,4399.95,-3875.58,33.074,963.967,0.0718576,0.442408,-4.50664e-05
0.00797808,0.4487,4399.94,-3875.49,33.0815,963.769,0.0715839,0.447475,5.56613e-05
0.0088422,0.442211,4399.93,-3875.45,36.6616,942.159,0.068428,0.444006,9.44919e-05
0.00825971,0.531692,4399.94,-3875.6,34.9437,952.316,0.0697078,0.466457,-1.95136e-05
0.00834894,0.411862,4399.94,-3875.42,34.0133,958.187,0.0704144,0.43674,-0.000189324
0.00866279,0.426764,4399.94,-3875.42,35.6526,948.347,0.0692928,0.439268,-0.000213638
0.00889305,0.442674,4399.93,-3875.44,36.4257,943.683,0.0687814,0.447571,-0.000594326
0.00817019,0.398797,4399.94,-3875.59,33.9098,958.981,0.0708294,0.433858,-8.41742e-05
0.00814413,0.43161,4399.94,-3875.61,35.0687,951.419,0.0696625,0.44879,-2.23198e-05
0.0088716,0.433955,4399.93,-3875.47,36.4474,943.493,0.0687839,0.44873,0.000106542
0.00829329,0.454776,4399.94,-3875.51,34.1742,957.284,0.0708255,0.453988,-0.000138937
0.0084897,0.37224,4399.94,-3875.44,35.1175,951.97,0.0701841,0.423965,-9.06923e-05
0.00855763,0.478902,4399.94,-3875.55,35.7284,947.571,0.0688065,0.461128,0.000303054
0.0086087,0.491319,4399.94,-3875.43,35.4568,949.766,0.0697694,0.465802,-1.36054e-05
0.00843611,0.439921,4399.94,-3875.44,34.9589,952.146,0.0697749,0.447469,-0.000157422
0.00886898,0.478439,4399.93,-3875.4,36.6813,941.576,0.0679185,0.462685,0.000322749
0.00846807,0.444103,4399.94,-3875.62,34.741,953.697,0.070074,0.451288,5.86378e-05
0.00809269,0.48257,4399.94,-3875.59,33.7332,960.045,0.0710531,0.45843,3.58787e-05
0.00870488,0.442833,4399.93,-3875.59,36.8913,940.707,0.0682363,0.447305,0.000224399
0.00848391,0.393128,4399.94,-3875.53,35.014,952.386,0.0699654,0.423747,-0.000571582
0.00808382,0.439447,4399.94,-3875.45,33.7779,959.597,0.0708272,0.447207,-0.000123025
0.00857234,0.464624,4399.94,-3875.61,35.4215,949.436,0.0690622,0.455292,-0.000147135
0.00839736,0.509866,4399.94,-3875.57,35.188,951.319,0.0696332,0.473389,1.15109e-05
0.0085918,0.48624,4399.94,-3875.56,36.1955,945.215,0.0689276,0.468914,-1.03845e-05
0.00887246,0.487967,4399.93,-3875.55,36.5482,942.854,0.0685593,0.461855,4.41756e-05
0.00809751,0.414826,4399.94,-3875.41,33.3172,962.454,0.071594,0.440242,-0.000135708
0.00831586,0.42878,4399.94,-3875.49,34.4865,955.06,0.0699369,0.444139,2.29738e-06
0.00847296,0.448517,4399.94,-3875.54,35.2908,950.869,0.0699581,0.453403,0.000185333
0.00845582,0.51454,4399.94,-3875.53,34.7109,953.987,0.0701141,0.47253,0.000300183
0.00853397,0.427369,4399.94,-3875.46,35.4072,949.807,0.0694082,0.43813,-0.000272009
0.00857887,0.465791,4399.94,-3875.6,34.7928,953.228,0.0698317,0.458546,0.000317095
0.00815252,0.503636,4399.94,-3875.5,33.8575,958.966,0.0705874,0.46463,-6.03641e-05
0.00856783,0.459156,4399.94,-3875.5,35.3582,950.399,0.0699053,0.451658,-3.8952e-05
0.00866378,0.445891,4399.93,-3875.53,36.0175,946.207,0.069121,0.444153,0.000222897
0.00834997,0.479697,4399.94,-3875.63,34.4545,955.135,0.0699423,0.458416,0.000156855
0.00812433,0.452341,4399.94,-3875.42,33.4636,961.434,0.0714531,0.449498,-0.000439341
0.00807106,0.45708,4399.94,-3875.42,33.6349,960.41,0.0712451,0.448592,0.000502889
0.00896991,0.476878,4399.93,-3875.52,36.7944,941.256,0.0681025,0.455901,6.32311e-05
0.0082242,0.455344,4399.94,-3875.5,33.9543,958.63,0.0705447,0.451669,0.000298949
0.00871632,0.427707,4399.93,-3875.42,36.219,945.024,0.06879,0.445209,0.000384003
0.00883867,0.474525,4399.93,-3875.55,36.6376,941.86,0.0680452,0.460315,0.00050927
0.00845029,0.45197,4399.94,-3875.56,35.0356,951.595,0.0694214,0.451613,0.00029507
0.00826123,0.502995,4399.94,-3875.41,34.2903,956.696,0.0708031,0.466335,-0.000181987
0.00818586,0.480615,4399.94,-3875.63,33.4963,961.138,0.0712539,0.457775,-0.000310082
0.00821692,0.404719,4399.94,-3875.55,34.0463,957.935,0.0705073,0.434342,-0.000232471
0.00840959,0.413811,4399.94,-3875.62,34.4034,956.021,0.0705312,0.433838,-0.000498872
0.0085138,0.454843,4399.94,-3875.6,35.5805,948.787,0.0693054,0.453016,-0.000317187
0.00830156,0.4491,4399.94,-3875.55,34.5287,954.959,0.0703245,0.439274,0.000106588
0.00864189,0.468977,4399.93,-3875.41,35.9203,946.908,0.0692991,0.452062,0.000319628
0.00851903,0.487428,4399.94,-3875.48,35.3064,950.119,0.0690882,0.464091,0.000302184
0.00801829,0.452689,4399.95,-3875.41,33.1556,963.018,0.0713114,0.450446,-0.000375523
0.00833251,0.404623,4399.94,-3875.41,34.0829,957.722,0.0703976,0.435675,-0.000274155
0.0086335,0.484984,4399.93,-3875.57,35.8698,946.658,0.0683647,0.467836,-0.000185847
0.00809918,0.480453,4399.94,-3875.47,33.5714,960.548,0.0709804,0.459247,-4.49271e-05
0.00854711,0.477707,4399.94,-3875.59,35.286,951.029,0.0701258,0.457864,2.59256e-05
0.00845721,0.434727,4399.94,-3875.46,34.7476,953.719,0.0700154,0.436663,-0.000403276
0.00824175,0.433328,4399.94,-3875.56,33.9977,958.24,0.0707621,0.440815,0.000311035
0.00852567,0.396455,4399.94,-3875.56,34.2054,957.261,0.0707229,0.432627,-9.01993e-05
0.0084829,0.434195,4399.94,-3875.53,34.7959,953.474,0.0701541,0.44351,-8.85915e-05
0.00851038,0.419774,4399.94,-3875.41,35.4188,949.664,0.0696186,0.440837,-6.02625e-06
0.00838555,0.404064,4399.94,-3875.42,34.9384,952.582,0.0699487,0.426033,-0.000308776
0.00809053,0.474237,4399.94,-3875.46,33.3149,962.148,0.071196,0.453878,-0.000261818
0.00899913,0.460923,4399.93,-3875.62,36.8211,940.671,0.0677361,0.453302,-4.47796e-05
0.00834314,0.504635,4399.94,-3875.62,34.7331,953.695,0.0699644,0.464908,0.000168494
0.00864878,0.478729,4399.94,-3875.5,35.8586,946.855,0.068969,0.46599,0.000339578
0.00873378,0.403926,4399.93,-3875.47,36.1658,945.003,0.0687998,0.426011,-0.000115499
0.00875058,0.45701,4399.93,-3875.45,36.0733,945.555,0.0686756,0.453821,0.00013939
0.00822226,0.417307,4399.94,-3875.54,33.9972,958.29,0.0707554,0.443674,0.000176697
0.00877864,0.496208,4399.93,-3875.56,36.0156,946.291,0.0691073,0.468319,4.34234e-05
0.00877732,0.486254,4399.93,-3875.51,36.3146,944.2,0.0688594,0.465986,0.000196433
0.00838332,0.408423,4399.94,-3875.45,35.0489,951.982,0.0698829,0.4326,9.84774e-05
0.0086339,0.508708,4399.94,-3875.54,35.65,948.257,0.0692382,0.470402,9.47338e-05
0.00814019,0.495647,4399.94,-3875.45,33.9968,957.841,0.0702548,0.458365,-0.000301021
0.00818768,0.425312,4399.94,-3875.56,34.272,956.479,0.0703759,0.441648,0.000133954
0.00867192,0.466076,4399.93,-3875.48,35.8569,947.045,0.069037,0.447601,-0.000234227
0.00891832,0.488327,4399.93,-3875.59,36.4939,943.11,0.0687147,0.467855,0.000258341
0.00828662,0.493167,4399.94,-3875.42,34.3258,956.385,0.0706534,0.459582,0.000123366
0.0083626,0.403227,4399.94,-3875.48,34.2535,956.631,0.0702154,0.435817,-0.000122356
0.00826968,0.472433,4399.94,-3875.56,34.2281,956.598,0.0700008,0.452831,0.000233719
0.00878907,0.430975,4399.93,-3875.61,36.6851,941.857,0.0682916,0.440902,-7.47059e-05
0.00848642,0.521129,4399.94,-3875.54,35.3665,949.947,0.0694622,0.470354,-2.24198e-05
0.00842595,0.5077,4399.94,-3875.59,34.3784,956.313,0.0708391,0.470387,-7.93255e-06
0.008721,0.492422,4399.93,-3875.59,35.999,945.9,0.068628,0.461777,-2.58807e-05
0.00879139,0.424488,4399.93,-3875.62,36.3264,944.018,0.0686621,0.437154,-0.000448237
0.00820424,0.440419,4399.94,-3875.57,33.6307,960.358,0.0710875,0.443722,0.000176228
0.00893937,0.420044,4399.93,-3875.51,36.5622,942.53,0.0683264,0.436998,-0.000388106
0.00806835,0.476339,4399.94,-3875.54,33.3204,962.694,0.0719215,0.458702,0.000282019
0.0087233,0.496396,4399.93,-3875.55,35.9455,946.321,0.0687296,0.471131,7.94295e-05
0.00887294,0.447787,4399.93,-3875.55,36.5643,942.682,0.0684867,0.450403,6.08729e-05
0.0084756,0.512109,4399.94,-3875.55,34.5913,954.944,0.0706289,0.470035,-0.000114874
0.00803599,0.46404,4399.94,-3875.44,33.2257,963.042,0.0717113,0.449534,4.05688e-05
0.00808383,0.432711,4399.94,-3875.42,33.6965,959.962,0.0711088,0.442605,-0.000206037
0.00839522,0.43264,4399.94,-3875.6,34.688,954.119,0.0703349,0.449541,0.000201502
0.00874041,0.476241,4399.93,-3875.5,36.0152,946.219,0.0691243,0.46342,0.000648445
0.00802426,0.472584,4399.94,-3875.47,33.5973,960.443,0.0710816,0.452361,6.3308e-05
0.00864982,0.452178,4399.94,-3875.53,36.3352,943.955,0.0685956,0.449108,-8.47885e-05
0.00806899,0.456952,4399.94,-3875.39,33.3723,961.944,0.0713836,0.451819,9.20449e-05
0.00827434,0.492172,4399.94,-3875.54,33.9038,958.812,0.0707822,0.456726,0.00015352
0.00832396,0.412553,4399.94,-3875.45,33.9839,958.227,0.0705224,0.436681,-0.000202181
0.00848978,0.469693,4399.94,-3875.39,35.3893,949.448,0.0692581,0.458928,8.32202e-05
0.00781291,0.472065,4399.95,-3875.56,33.0502,963.91,0.0715049,0.452527,4.9427e-05
0.0083158,0.455499,4399.94,-3875.42,34.2559,956.638,0.0703888,0.44926,-0.000197294
0.00839076,0.510104,4399.94,-3875.46,34.6641,954.343,0.0702022,0.470855,0.000458103
0.00861132,0.458672,4399.94,-3875.51,35.1691,950.987,0.0696216,0.45009,0.000104724
0.00888185,0.453732,4399.93,-3875.43,36.707,941.761,0.0683732,0.457785,-8.8818e-05
0.00871992,0.491131,4399.93,-3875.38,36.303,944.054,0.0684405,0.466969,0.000253528
0.00826591,0.414918,4399.94,-3875.57,34.4486,955.382,0.0701798,0.439094,0.000170357
0.00852814,0.418857,4399.93,-3875.51,35.5023,949.459,0.0696447,0.438045,7.52842e-05
0.00813006,0.410417,4399.94,-3875.6,34.2183,957.174,0.0707764,0.437157,0.000301676
0.00806858,0.48431,4399.94,-3875.5,33.0482,963.95,0.0716422,0.454952,0.000101659
0.00856746,0.454707,4399.94,-3875.45,35.714,947.678,0.0688917,0.45024,-0.000154985
0.00862751,0.47149,4399.94,-3875.54,35.6182,948.378,0.0690831,0.45789,-3.9722e-06
0.00856028,0.408536,4399.94,-3875.47,35.5243,949.392,0.0695881,0.4318,-0.000131776
0.0082093,0.497589,4399.94,-3875.63,34.0645,957.841,0.0705802,0.461746,0.000257316
0.00890618,0.431283,4399.93,-3875.4,36.6163,942.75,0.0693813,0.439676,0.000460151
0.0080291,0.424486,4399.94,-3875.62,33.4421,961.435,0.0710849,0.441183,5.72283e-05
0.00884912,0.43304,4399.93,-3875.62,36.4211,949.817,0.0684063,0.443803,-0.000231967
0.00843936,0.502379,4399.94,-3875.41,35.4787,949.625,0.0696499,0.461186,0.00025549
0.00890839,0.462901,4399.93,-3875.47,36.4003,943.707,0.0685728,0.468145,0.000405117
0.00879738,0.412175,4399.93,-3875.49,36.3887,943.634,0.0685295,0.43594,-0.00016999
0.00833831,0.452287,4399.94,-3875.56,34.6615,954.116,0.0699795,0.448854,3.89467e-05
0.00866392,0.504476,4399.93,-3875.58,36.4279,943.338,0.0686703,0.468992,0.000273309
0.00835951,0.402453,4399.94,-3875.62,35.5454,949.131,0.0697094,0.430648,-6.54124e-05
0.00810324,0.476273,4399.94,-3875.4,33.7688,959.745,0.071189,0.457463,3.71553e-05
0.00814923,0.481859,4399.94,-3875.62,33.8292,959.194,0.0705032,0.461856,-0.000245491
0.00796143,0.459458,4399.95,-3875.52,33.0782,963.904,0.0718311,0.450981,-8.20539e-05
0.00850957,0.40342,4399.94,-3875.57,35.5706,948.808,0.0690908,0.430053,-4.98625e-06
0.00819316,0.482186,4385.02,-3875.43,33.993,959.769,0.0711235,0.461147,0.00037729
0.0085688,0.417108,4399.94,-3875.46,35.3157,950.28,0.0693533,0.436958,0.000172458
0.00873903,0.501297,4399.93,-3875.6,35.8023,947.459,0.0691976,0.469856,-9.37481e-05
0.00875885,0.499901,4399.93,-3875.45,35.7851,947.466,0.0689843,0.470764,-0.000156097
0.00867961,0.466716,4399.93,-3875.52,36.07,945.939,0.0690008,0.451348,-8.03759e-05
0.0083558,0.510684,4399.94,-3875.49,34.5105,955.218,0.0702222,0.469647,1.80166e-05
0.00831046,0.504311,4399.94,-3875.51,34.4128,955.996,0.0706057,0.468588,-5.03259e-05
0.00865026,0.420557,4399.93,-3875.52,34.8799,952.98,0.0698979,0.436723,0.000128698
0.00800614,0.467982,4399.94,-3875.57,33.3446,961.916,0.071066,0.454172,-5.01365e-05
0.0085826,0.456451,4399.94,-3875.52,35.4943,949.271,0.0694212,0.453793,0.000222535
0.00878185,0.463662,4399.93,-3875.62,36.3592,944.022,0.0684826,0.45565,-1.49295e-05
0.00833235,0.479295,4399.94,-3875.51,34.3436,956.205,0.0704657,0.458815,-0.000171914
0.00881419,0.432178,4399.93,-3875.52,36.7058,941.903,0.0678055,0.44228,8.13179e-05
0.00868405,0.512143,4399.93,-3875.49,35.5728,948.534,0.0687957,0.47414,-0.000216785
0.00831074,0.422867,4399.94,-3875.44,34.8195,953.117,0.069901,0.441206,-0.000262223
0.00835901,0.406705,4399.94,-3875.55,34.6402,954.537,0.070417,0.431731,-0.000290583
0.00839557,0.511516,4399.94,-3875.39,34.1444,957.377,0.0704269,0.463393,8.57794e-05
0.00847261,0.402811,4399.94,-3875.41,35.1927,951.019,0.0696596,0.428071,-0.000113455
0.00831818,0.468086,4399.94,-3875.5,34.7711,953.573,0.0703566,0.453621,6.1346e-05
0.00861822,0.380845,4399.94,-3875.43,35.6128,948.706,0.0693452,0.423945,-0.000270742
0.00827423,0.401137,4399.94,-3875.39,34.0077,958.282,0.071022,0.436733,6.3787e-05
0.00870587,0.394036,4399.93,-3875.53,36.1051,945.631,0.0688204,0.426012,-0.000783349
0.00853076,0.47906,4399.94,-3875.4,35.3769,950.017,0.069504,0.461469,0.000187039
0.00784326,0.492781,4399.95,-3875.56,36.8787,941.083,0.0685999,0.458034,-8.52977e-05
0.00855928,0.458706,4399.94,-3875.53,35.895,946.788,0.0690402,0.452174,0.000116132
0.00892812,0.412773,4399.93,-3875.37,36.649,942.261,0.0685683,0.432028,-0.000525436
0.0089494,0.507591,4399.93,-3875.59,36.4041,943.443,0.0682188,0.46468,-0.000162447
0.00804215,0.48959,4399.94,-3875.56,33.6285,960.466,0.0711423,0.462034,-4.22255e-05
0.00886993,0.47269,4399.93,-3875.56,36.3885,943.606,0.0685151,0.461398,0.000108019
0.00796763,0.492685,4399.95,-3875.56,33.9206,959.044,0.0710994,0.466295,-3.98007e-05
0.00848407,0.421818,4399.94,-3875.42,35.0993,951.257,0.0694053,0.437918,-0.000372589
0.00822582,0.410484,4399.94,-3875.6,34.244,957.096,0.0709129,0.439511,-0.000385124
0.00816198,0.439742,4399.94,-3875.49,34.5385,954.712,0.0699273,0.442822,0.000117712
0.00845474,0.502048,4399.94,-3875.46,34.8305,953.104,0.0698728,0.468511,1.09945e-05
0.00832665,0.462153,4399.94,-3875.43,34.5055,955.469,0.0707249,0.454722,0.00042238
0.0080541,0.458847,4399.94,-3875.52,33.3662,961.639,0.0709349,0.454331,-2.2105e-06
0.00859367,0.461456,4399.94,-3875.56,35.6472,948.385,0.0692407,0.449579,-0.0001331
0.00820288,0.491094,4399.94,-3875.42,33.8116,959.478,0.0708979,0.46206,0.000110369
0.00825555,0.460951,4399.94,-3875.46,34.0629,957.441,0.0701834,0.452142,-6.22175e-06
0.00816465,0.480257,4399.94,-3875.45,33.6495,960.179,0.0709448,0.463723,0.000380013
0.00875457,0.464905,4399.93,-3875.45,36.5856,942.43,0.0683919,0.45722,0.000401605
0.00830742,0.47097,4399.94,-3875.42,33.9274,959.053,0.0712611,0.455277,0.000126318
0.00867178,0.492934,4399.93,-3875.44,35.7133,947.978,0.0693618,0.463055,0.000282939
0.00889231,0.430939,4399.93,-3875.51,36.4364,943.171,0.0682532,0.445021,-8.55617e-05
0.00812666,0.372192,4399.94,-3875.54,33.2123,962.951,0.0714811,0.444405,-0.000107531
0.00838673,0.491725,4399.94,-3875.54,35.2415,950.869,0.0700477,0.470767,0.000283436
0.00882706,0.413178,4399.93,-3875.41,36.0479,945.952,0.0686831,0.436993,-0.000149135
0.00824264,0.408717,4399.94,-3875.44,34.1263,957.532,0.0706242,0.438872,0.000153127
0.00848377,0.429659,4399.94,-3875.4,34.9802,952.009,0.0695918,0.437623,5.90734e-05
0.00874893,0.411982,4399.93,-3875.61,35.8438,947.085,0.0689992,0.431698,-1.39952e-05
0.00804891,0.472081,4399.95,-3875.47,33.0048,964.228,0.0715169,0.452928,-0.000320181
0.00882171,0.426232,4399.93,-3875.45,36.5164,942.927,0.0686503,0.438547,-0.000138872
0.00811806,0.407857,4399.94,-3875.6,33.3352,962.533,0.0716528,0.43791,-0.000171067
0.00852076,0.379212,4399.94,-3875.59,35.1754,951.38,0.0695747,0.423526,9.30587e-06
0.00815841,0.394204,4399.94,-3875.56,33.672,960.141,0.0711611,0.439651,-0.000226257
0.0087661,0.397291,4399.93,-3875.48,36.0387,945.944,0.0688401,0.432104,-0.000489271
0.00852291,0.400187,4399.94,-3875.61,34.4009,955.893,0.0703269,0.431406,-0.000173091
0.00823924,0.380299,4399.94,-3875.43,34.1485,957.314,0.0704645,0.43123,0.000207676
0.00852738,0.404712,4399.94,-3875.6,35.029,952.425,0.0699949,0.432895,-0.000582749
0.00861537,0.393287,4399.94,-3875.57,35.8616,947.351,0.0694169,0.427165,-0.000490649
0.00874689,0.463954,4399.93,-3875.57,35.7294,948.035,0.0692693,0.451064,5.41688e-05
0.0081278,0.421727,4399.94,-3875.58,33.6334,960.507,0.0713679,0.441269,-2.95047e-05
0.00830774,0.462396,4399.94,-3875.52,34.6403,954.286,0.0700967,0.446023,-7.01971e-05
0.00861843,0.508566,4399.94,-3875.44,35.7782,947.471,0.068991,0.470122,0.000240041
0.0080285,0.482883,4399.94,-3875.38,33.1452,963.314,0.0714818,0.456031,0.000135647
0.00818959,0.442479,4399.94,-3875.48,34.3397,955.912,0.070124,0.448864,-5.51505e-05
