tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0124201,0.308846,4399.87,-4499.87,57.179,855.026,0.0558247,0.212882,-0.00310937,-0.235917
0.0119508,0.368628,4399.88,-4499.87,56.7997,854.467,0.0563251,0.282654,-0.00178435,-0.166145
0.0119764,0.344965,4399.88,-4499.87,56.6699,854.408,0.0557879,0.285254,-0.00209114,-0.163545
0.0123477,0.333117,4399.87,-4499.87,57.4499,854.1,0.055942,0.197507,-0.00311361,-0.251292
0.0122732,0.332927,4399.87,-4499.87,56.7947,855.643,0.0564166,0.264211,-0.00239909,-0.184588
0.0119089,0.305906,4399.88,-4499.87,54.6875,864.664,0.0571374,0.261714,-0.00208374,-0.187085
0.0122915,0.3072,4399.87,-4499.87,55.9712,859.931,0.0567029,0.249321,-0.00265153,-0.199478
0.0132249,0.322117,4399.85,-4499.87,57.3993,855.755,0.0566268,0.243713,-0.00239131,-0.205086
0.0122992,0.287565,4399.87,-4499.87,56.671,856.094,0.0564232,0.269395,-0.00237022,-0.179404
0.0117407,0.301933,4399.88,-4499.87,54.6224,864.787,0.0571183,0.259199,-0.00236494,-0.1896
0.0121989,0.281966,4399.87,-4499.87,57.2823,855.026,0.055784,0.172277,-0.0037319,-0.276522
0.012017,0.28533,4399.87,-4499.87,55.5021,862.883,0.0570579,0.201862,-0.00297132,-0.246937
0.0127098,0.287653,4399.86,-4499.87,57.7848,852.719,0.0555693,0.216558,-0.0028548,-0.232241
0.0121991,0.291073,4399.87,-4499.87,56.5437,857.609,0.056214,0.233915,-0.00300318,-0.214884
0.0124729,0.280681,4399.86,-4499.87,57.7069,852.291,0.0553213,0.221687,-0.00292708,-0.227112
0.0122347,0.297051,4399.87,-4499.87,57.113,854.645,0.0555526,0.239575,-0.00273543,-0.209224
0.012727,0.313714,4399.86,-4499.87,57.7767,853.593,0.0558676,0.191285,-0.00333672,-0.257514
0.0118598,0.327077,4399.88,-4499.87,57.7268,851.733,0.0552549,0.201587,-0.00321394,-0.247212
0.0123002,0.302579,4399.87,-4499.87,55.4177,860.688,0.056647,0.279794,-0.00207891,-0.169005
