tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
0.0108107,0.317375,4399.9,-5124.5,57.7988,865.616,0.0573763,0.229947,-0.00274064,-0.218852
0.0107275,0.327422,4399.9,-5124.5,57.0561,866.73,0.0576486,0.289495,-0.00171097,-0.159304
0.010794,0.289122,4399.9,-5124.5,56.494,871.032,0.0585384,0.270622,-0.00227153,-0.178176
0.0105596,0.318681,4399.9,-5124.5,55.9346,871.159,0.058631,0.304618,-0.00142234,-0.144181
0.0111047,0.307787,4399.89,-5124.5,57.57,867.211,0.0580234,0.258822,-0.00232211,-0.189977
0.0112305,0.291333,4399.89,-5124.5,57.9636,866.568,0.0578417,0.220509,-0.00282457,-0.22829
0.0108559,0.336407,4399.9,-5124.5,56.9486,868.249,0.0585356,0.289618,-0.00176707,-0.15918
0.0105909,0.312762,4399.9,-5124.5,56.1503,871.918,0.0585011,0.268905,-0.00191182,-0.179894
0.0111307,0.255575,4399.89,-5124.5,56.7779,878.419,0.0593105,0.2125,-0.00268974,-0.236299
0.011086,0.315031,4399.9,-5124.5,57.5685,866.417,0.0578214,0.276674,-0.00196678,-0.172125
0.0106971,0.275582,4399.9,-5124.5,56.5099,871.423,0.0590688,0.232988,-0.00317832,-0.215811
0.0104336,0.347483,4399.9,-5124.5,56.8424,866.189,0.0575747,0.311222,-0.0015746,-0.137577
0.0104814,0.321294,4399.9,-5124.5,55.7569,873.524,0.0586832,0.264726,-0.00233612,-0.184073
0.0112477,0.255264,4399.89,-5124.5,56.9384,870.463,0.0582488,0.242145,-0.0028907,-0.206654
0.0106261,0.319914,4399.9,-5124.5,55.9641,871.964,0.0585794,0.290614,-0.00198328,-0.158185
0.0105861,0.312652,4399.9,-5124.5,55.384,876.227,0.0587191,0.236986,-0.00240714,-0.211813
0.0107032,0.294292,4399.9,-5124.5,56.2788,869.846,0.0580666,0.294816,-0.00193694,-0.153983
0.0104011,0.325048,4399.91,-5124.5,55.2145,874.983,0.0590896,0.289307,-0.00174813,-0.159492
0.0108027,0.30211,4399.9,-5124.5,57.1477,869.558,0.0580045,0.215036,-0.00293935,-0.233763
0.0111003,0.314446,4399.89,-5124.5,58.0991,864.454,0.0572555,0.250601,-0.00264852,-0.198198
0.0111531,0.321713,4399.89,-5124.5,57.5008,866.211,0.0580177,0.293453,-0.00206047,-0.155346
0.0108519,0.371137,4399.9,-5124.5,57.2239,866.24,0.0579395,0.295186,-0.00198189,-0.153613
0.0110658,0.327318,4399.89,-5124.5,57.4967,865.813,0.0578408,0.291832,-0.00205632,-0.156967
0.0105113,0.357472,4399.9,-5124.5,56.2042,871.19,0.0583591,0.27613,-0.00232134,-0.172669
0.0108225,0.306638,4399.9,-5124.5,55.9679,874.011,0.0588047,0.259295,-0.00197525,-0.189504
0.0110735,0.303044,4399.89,-5124.5,57.9665,864.675,0.0578722,0.267383,-0.00211644,-0.181416
0.0106483,0.308293,4399.9,-5124.5,54.9944,877.88,0.0594761,0.272904,-0.00195734,-0.175895
0.0109403,0.346283,4399.9,-5124.5,57.2275,866.505,0.0577296,0.294655,-0.00164766,-0.154144
0.0108384,0.303482,4399.9,-5124.5,56.9342,868.606,0.0582196,0.282475,-0.00188493,-0.166324
0.0109283,0.346767,4399.9,-5124.5,57.1639,867.15,0.0577236,0.294046,-0.00200844,-0.154753
0.0106624,0.283387,4399.9,-5124.5,56.7145,870.01,0.0578171,0.227479,-0.00301624,-0.22132
0.0109878,0.285299,4399.9,-5124.5,57.9051,865.714,0.0576812,0.233959,-0.00284014,-0.21484
0.0105725,0.317466,4399.9,-5124.5,54.7863,877.253,0.0599543,0.30511,-0.00128651,-0.143689
0.0107206,0.339746,4399.9,-5124.5,55.013,876.837,0.0589658,0.288964,-0.002085,-0.159835
0.0106304,0.327596,4399.9,-5124.5,55.752,873.573,0.0580693,0.271176,-0.0022016,-0.177623
0.0107806,0.355778,4399.9,-5124.5,57.1309,867.439,0.0577608,0.29069,-0.00197025,-0.158109
0.0106004,0.339053,4399.9,-5124.5,56.9372,866.451,0.0578991,0.303657,-0.00176065,-0.145142
0.0108263,0.312234,4399.9,-5124.5,56.0672,870.627,0.0584077,0.329599,-0.00157492,-0.1192
0.0108826,0.293431,4399.9,-5124.5,57.1522,869.488,0.0583011,0.218167,-0.00338933,-0.230632
0.0106665,0.297909,4399.9,-5124.5,56.0059,875.186,0.0589076,0.20378,-0.00297223,-0.245019
0.0107183,0.290993,4399.9,-5124.5,55.7315,875.545,0.0589851,0.254943,-0.00240619,-0.193856
0.0103663,0.286562,4399.91,-5124.5,54.8838,876.686,0.0594773,0.284764,-0.00178589,-0.164035
